origLate,gaNum,orig,docID,groupID,primaryName,lang,userID,v11n,origEarly,shelfInstances.shelfInstance.instCountry,shelfInstances.shelfInstance.shelfID,shelfInstances.shelfInstance.originYearDescription,shelfInstances.shelfInstance.instURL,shelfInstances.shelfInstance.instPlace,shelfInstances.shelfInstance.instNameCustom,shelfInstances.shelfInstance.instID,shelfInstances.shelfInstance.leavesDescription,shelfInstances.shelfInstance.formerGANumber,shelfInstances.shelfInstance.shelfNumber,shelfInstances.shelfInstance.instLogoURL,shelfInstances.shelfInstance.instName,shelfInstances.shelfInstance.instGeoLocator,shelfInstances.shelfInstance.contentOverview,shelfInstances
1099.0,2059.0,"XI",32059.0,"",2059.0,"g","","",1000.0,"Vatican City",2337.0,"XI","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,103.0,"","Vat. gr. 370, fol. 149-251","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","rK",
1331.0,2060.0,1331.0,32060.0,"",2060.0,"g","","",1331.0,"Vatican City",2338.0,"XIV","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,105.0,"","Vat. gr. 542, fol. 265-369","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","rK",
1599.0,2061.0,"XVI",32061.0,"",2061.0,"g","","",1500.0,"Vatican City",2339.0,"XVI","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,11.0,"","Vat. gr. 1190, fol. 174-184","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","r",
1299.0,2062.0,"XIII",32062.0,"",2062.0,"g","","",1200.0,"Vatican City",2340.0,"XIII","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,29.0,"","Vat. gr. 1426, fol. 131-159","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","rK",
1599.0,2063.0,"XVI",32063.0,"",2063.0,"g","","",1500.0,"Vatican City",2341.0,"XVI","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,114.0,"","Vat. gr. 1976","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","rK",
1599.0,2064.0,"XVI",32064.0,"",2064.0,"g","","",1500.0,"Vatican City",2342.0,"XVI","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,71.0,"","Vat. gr. 2129, p. 17-158 (p. 1-10: l 561)","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","rK",
1499.0,2065.0,"XV",32065.0,"",2065.0,"g","","",1400.0,"Vatican City",2343.0,"XV","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,144.0,"","Ottob. gr. 154","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","rK",
1574.0,2066.0,1574.0,32066.0,"",2066.0,"g","","",1574.0,"Vatican City",2344.0,"XVI","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,123.0,"","Ottob. gr. 283","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","rK",
1499.0,2067.0,"XV",32067.0,"",2067.0,"g","","",1400.0,"Vatican City",2345.0,"XV","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,86.0,"","Pal. gr. 346","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","rK",
1599.0,2068.0,"XVI",32068.0,"",2068.0,"g","","",1500.0,"Italy",2346.0,"XVI","http://marciana.venezia.sbn.it/catalogazione.php?sst=40","Venice","",0.0,150.0,"","Gr. I,40 (1377)","http://ntmss.info/instlogos/marciana.jpg","Biblioteca Nazionale Marciana","","rK",
1499.0,2069.0,"XV",32069.0,"",2069.0,"g","","",1400.0,"Italy",2347.0,"XV","http://marciana.venezia.sbn.it/catalogazione.php?sst=40","Venice","",0.0,30.0,"","Gr. II,54 (981), fol. 1-30","http://ntmss.info/instlogos/marciana.jpg","Biblioteca Nazionale Marciana","","rK",
1356.0,2070.0,1356.0,32070.0,"",2070.0,"g","","",1356.0,"Greece",2348.0,"XIV","","Athos","",0.0,58.0,"","11, fol. 250-307","","Skete St. Anne (Lavra)","","rK",
1622.0,2071.0,1622.0,32071.0,"",2071.0,"g","","",1622.0,"Greece",2349.0,"XVII","https://mountathos360.com/en/360/iera-monh-dionysiou/","Athos","",0.0,160.0,"","71 (früher 163), fol. 4-163","http://ntmss.info/instlogos/DionysiuAthos.jpg","Dionysiou Monastery","","rK",
1798.0,2072.0,1798.0,32072.0,"",2072.0,"g","","",1798.0,"Greece",2350.0,"XVIII","http://www.monastiria.gr/mount-athos-dochiariou-monastery/?lang=en","Athos","",0.0,281.0,"","81, p. 13-574","http://ntmss.info/instlogos/Logo_DochiariouAthos.jpg","Dochiariou Monastery","","rK",
1399.0,2073.0,"XIV",32073.0,"",2073.0,"g","","",1300.0,"Greece",2351.0,"XIV","http://www.orthodoxy.me/","Athos","",0.0,157.0,"","273 (34)","http://www.orthodoxy.me/gallery_gen/fc52ac81dbe7c02764d8c10c2b240c72_548x58.png","Iviron Monastery","","rK †",
999.0,2074.0,"X",32074.0,"",2074.0,"g","","",900.0,"Greece",2352.0,"X","http://www.orthodoxy.me/","Athos","",0.0,63.0,"","354 (379), fol. 83-145","http://www.orthodoxy.me/gallery_gen/fc52ac81dbe7c02764d8c10c2b240c72_548x58.png","Iviron Monastery","","rK",
1399.0,2075.0,"XIV",32075.0,"",2075.0,"g","","",1300.0,"Greece",2353.0,"XIV","http://www.orthodoxy.me/","Athos","",0.0,161.0,"","370 (546)","http://www.orthodoxy.me/gallery_gen/fc52ac81dbe7c02764d8c10c2b240c72_548x58.png","Iviron Monastery","","rK",
1599.0,2076.0,"XVI",32076.0,"",2076.0,"g","","",1500.0,"Greece",2354.0,"XVI","http://www.orthodoxy.me/","Athos","",0.0,23.0,"","58 (594), fol. 1-23","http://www.orthodoxy.me/gallery_gen/fc52ac81dbe7c02764d8c10c2b240c72_548x58.png","Iviron Monastery","","r",
1685.0,2077.0,1685.0,32077.0,"",2077.0,"g","","",1685.0,"Greece",2355.0,"XVII","http://www.orthodoxy.me/","Athos","",0.0,319.0,"","508 (644)","http://www.orthodoxy.me/gallery_gen/fc52ac81dbe7c02764d8c10c2b240c72_548x58.png","Iviron Monastery","","rK",
1599.0,2078.0,"XVI",32078.0,"",2078.0,"g","","",1500.0,"Greece",2356.0,"XVI","","Athos","",0.0,22.0,"","29, fol. 375-396","","Konstamonitou Monastery","","r",
1299.0,2079.0,"XIII",32079.0,"",2079.0,"g","","",1200.0,"Greece",2357.0,"XIII","","Athos","",0.0,45.0,"","107, fol. 115-159","","Konstamonitou Monastery","","r",
1399.0,2080.0,"XIV",32080.0,"",2080.0,"g","","",1300.0,"Greece",2358.0,"XIV","","Patmos","",0.0,278.0,"",12.0,"","St. John the Theologian Monastery","","apr †",
1099.0,2081.0,"XI",32081.0,"",2081.0,"g","","",1000.0,"Greece",2359.0,"XI","","Patmos","",0.0,143.0,"",64.0,"","St. John the Theologian Monastery","","rK",
1599.0,2082.0,"XVI",32082.0,"",2082.0,"g","","",1500.0,"Germany",2360.0,"XVI","","Dresden","",0.0,21.0,"","A 187, p.342-381","","Sächsische Landesbibliothek","","r",
1560.0,2083.0,1560.0,32083.0,"",2083.0,"g","","",1560.0,"Netherlands",2361.0,"XVI","http://www.bibliotheek.leidenuniv.nl/","Leiden","",0.0,113.0,"","Voss. Gr. Fol. 48, fol. 135-247","http://ntmss.info/instlogos/ULeiden1.png","University Library","","rK",
1499.0,2084.0,"XV",32084.0,"",2084.0,"g","","",1400.0,"Greece",2362.0,"XV","http://www.nlg.gr/","Athens","",0.0,19.0,"","Taphu 303, fol. 7 v-26 r","","National Library","","r",
1308.0,2085.0,1308.0,32085.0,"",2085.0,"g","","",1308.0,"Egypt",2363.0,"XIV","http://www.sinaimonastery.com/","Sinai","",0.0,225.0,"","Gr. 277","http://ntmss.info/instlogos/Katharinenkloster.jpg","Saint Catherine's Monastery","","ap",
1399.0,2086.0,"XIV",32086.0,"",2086.0,"g","","",1300.0,"Egypt",2364.0,"XIV","http://www.sinaimonastery.com/","Sinai","",0.0,176.0,"","Gr. 278","http://ntmss.info/instlogos/Katharinenkloster.jpg","Saint Catherine's Monastery","","ap",
1499.0,2087.0,"XV",32087.0,"",2087.0,"g","","",1400.0,"Switzerland",2365.0,"XV","http://www.ub.unibas.ch/","Basel","",0.0,2.0,"","AN III 12, fol. 97v und 248r","http://ntmss.info/instlogos/BaselUB.gif","Universitätsbibliothek","","r",
-1.0,2088.0,"?",32088.0,"",2088.0,"g","","",-100.0,"Greece",6329.0,"","http://vivl-zakynth.zak.sch.gr/","Zakynthos","",0.0,"","","Katrames 24 (zerstört?)","","Public Historical Library","","",
1499.0,2089.0,"XV",32089.0,"",2089.0,"g","","",1400.0,"Greece",2367.0,"XV","http://www.nlg.gr/","Athens","",0.0,4.0,"","EBE 527, p. 1-4.399-402","","National Library","","pP: 2K",
1599.0,2090.0,"XVI",32090.0,"",2090.0,"g","","",1500.0,"Italy",2368.0,"XVI","http://www.ambrosiana.it/","Milan","",0.0,14.0,"","N. 272 sup.","http://ntmss.info/instlogos/Ambrosiana.jpg","Biblioteca Ambrosiana","","pPK",
1499.0,2091.0,"XV",32091.0,"",2091.0,"g","","",1400.0,"Greece",2369.0,"XV","http://www.nlg.gr/","Athens","",0.0,80.0,"","EBE 142, fol. 1-80","","National Library","","rK",
1799.0,2092.0,"XVIII",32092.0,"",2092.0,"g","","",1700.0,"Greece",2370.0,"XVIII","http://orthodoxwiki.org/Esphigmenou_Monastery_%28Athos%29","Athos","",0.0,"?","",94.0,"","Esphigmenou Monastery","","pPK:    R-G",
1299.0,2093.0,"XIII",32093.0,"",2093.0,"g","","",1200.0,"Greece",6302.0,"","","Serres","",0.0,266.0,"","5 (verbrannt)","","Gymnasium","41.0863854,23.5483819","eap",
1299.0,2094.0,"XIII",32094.0,"",2094.0,"g","","",1200.0,"Spain",2372.0,"XIII","http://es.wikipedia.org/wiki/Real_Biblioteca_de_San_Lorenzo_de_El_Escorial","Escorial","",0.0,"(144)","","Ψ. II. 20","","Real Biblioteca del Monasterio de El Escorial","","pP",
1299.0,2095.0,"XIII",32095.0,"",2095.0,"g","","",1200.0,"United Kingdom",2373.0,"XIII","http://www.lib.cam.ac.uk/","Cambridge","",0.0,210.0,"","Ms. Add. 3326","http://ntmss.info/instlogos/cambridge2.jpg","Cambridge University Library","52.2051088,0.1077233","e",
1199.0,2096.0,"XII",32096.0,"",2096.0,"g","","",1100.0,"Greece",2374.0,"XII","https://www.hellenicparliament.gr/en/Vouli-ton-Ellinon/I-Bibliothiki/","Athens","",0.0,158.0,"",44.0,"https://www.hellenicparliament.gr/images/logo_en.gif","Hellenic Parliament Library","","eP †: MtMcL",
1099.0,2097.0,"XI",32097.0,"",2097.0,"g","","",1000.0,"Greece",2375.0,"XI","https://www.hellenicparliament.gr/en/Vouli-ton-Ellinon/I-Bibliothiki/","Athens","",0.0,289.0,"",4.0,"https://www.hellenicparliament.gr/images/logo_en.gif","Hellenic Parliament Library","","eK",
1099.0,2098.0,"XI",32098.0,"",2098.0,"g","","",1000.0,"United Kingdom",2376.0,"XI","","Cambridge","",0.0,157.0,"","McClean 3","","Fitzwilliam Museum","","eP: LJ",
1299.0,2099.0,"XIII",32099.0,"",2099.0,"g","","",1200.0,"United Kingdom",2377.0,"XIII","http://www.bl.uk/","London","",0.0,284.0,"","Add. 35030","https://www.bl.uk/britishlibrary/resources/global/images/bl_logo_100.gif","British Library","51.5293496,-0.1275516","e",
1299.0,2100.0,"XIII",32100.0,"",2100.0,"g","","",1200.0,"United Kingdom",2378.0,"XIII","http://www.chch.ox.ac.uk/","Oxford","",0.0,197.0,"","Wake 54","http://ntmss.info/instlogos/ChristChurchOxford2.jpg","Christ Church","","eK",
1299.0,2101.0,"XIII",32101.0,"",2101.0,"g","","",1200.0,"United Kingdom",2379.0,"XIII","http://www.bodleian.ox.ac.uk/","Oxford","",0.0,269.0,"","Ms. Barocci 28","https://iiif.bodleian.ox.ac.uk/iiif/image/f27e28db-0b08-4f16-9bdf-3565f591fb71/full/255,/0/default.jpg","Bodleian Library","","eK",
1451.0,2102.0,1451.0,32102.0,"",2102.0,"g","","",1451.0,"United Kingdom",2380.0,"XV","http://www.bodleian.ox.ac.uk/","Oxford","",0.0,401.0,"","Ms. Barocci 146, fol. 1-401","https://iiif.bodleian.ox.ac.uk/iiif/image/f27e28db-0b08-4f16-9bdf-3565f591fb71/full/255,/0/default.jpg","Bodleian Library","","pK",
1199.0,2103.0,"XII",32103.0,"",2103.0,"g","","",1100.0,"United Kingdom",2381.0,"XII","http://www.bodleian.ox.ac.uk/","Oxford","",0.0,94.0,"","Ms. Barocci 225","https://iiif.bodleian.ox.ac.uk/iiif/image/f27e28db-0b08-4f16-9bdf-3565f591fb71/full/255,/0/default.jpg","Bodleian Library","","ePK: J",
1199.0,2104.0,"XII",32104.0,"",2104.0,"g","","",1100.0,"United Kingdom",2382.0,"XII","http://www.bodleian.ox.ac.uk/","Oxford","",0.0,291.0,"","Ms. E. D. Clarke 42","https://iiif.bodleian.ox.ac.uk/iiif/image/f27e28db-0b08-4f16-9bdf-3565f591fb71/full/255,/0/default.jpg","Bodleian Library","","pPK †",
1399.0,2105.0,"XIV",32105.0,"",2105.0,"g","","",1300.0,"United Kingdom",2383.0,"XIV","http://www.bodleian.ox.ac.uk/","Oxford","",0.0,235.0,"","Ms. Auct. E. 1. 6","https://iiif.bodleian.ox.ac.uk/iiif/image/f27e28db-0b08-4f16-9bdf-3565f591fb71/full/255,/0/default.jpg","Bodleian Library","","pK",
1199.0,2106.0,"XII",32106.0,"",2106.0,"g","","",1100.0,"United Kingdom",2384.0,"XII","http://www.bodleian.ox.ac.uk/","Oxford","",0.0,293.0,"","Ms. Auct. T. 2. 1","https://iiif.bodleian.ox.ac.uk/iiif/image/f27e28db-0b08-4f16-9bdf-3565f591fb71/full/255,/0/default.jpg","Bodleian Library","","ePK: McJ",
1299.0,2107.0,"XIII",32107.0,"",2107.0,"g","","",1200.0,"United Kingdom",2385.0,"XIII","http://www.bodleian.ox.ac.uk/","Oxford","",0.0,238.0,"","Ms. Cromwell 17","https://iiif.bodleian.ox.ac.uk/iiif/image/f27e28db-0b08-4f16-9bdf-3565f591fb71/full/255,/0/default.jpg","Bodleian Library","","eK",
1299.0,2108.0,"XIII",32108.0,"",2108.0,,,,,"United Kingdom",5694.0,"XII/XIII","","Birmingham","",0.0,1.0,2640.0,"Braithwaite 5","","University of Birmingham Cadbury Research Library","","e †",
1299.0,2108.0,"XIII",32108.0,"",2108.0,,,,,"United Kingdom",6334.0,"XII/XIII","http://www.bodleian.ox.ac.uk/","Oxford","",0.0,226.0,"","Lincoln College Ms. Gr. 38","https://iiif.bodleian.ox.ac.uk/iiif/image/f27e28db-0b08-4f16-9bdf-3565f591fb71/full/255,/0/default.jpg","Bodleian Library","","e",
1299.0,2108.0,"XIII",32108.0,"",2108.0,"g","","",1200.0,,,,,,,,,,,,,,,
1399.0,2109.0,"XIV",32109.0,"",2109.0,"g","","",1300.0,"United Kingdom",2386.0,"XIV","","Oxford","",0.0,361.0,"","Ms. 44","","St. John's College","","eK",
999.0,2110.0,"X",32110.0,"",2110.0,"g","","",900.0,"France",2387.0,"X","http://www.bnf.fr/fr/acc/x.accueil.html","Paris","",0.0,183.0,"","Gr. 702, fol. 252-434","http://ntmss.info/instlogos/BNF.jpg","Bibliothèque Nationale","","pK",
1299.0,2111.0,"XIII",32111.0,"",2111.0,"g","","",1200.0,"France",2388.0,"XIII","http://www.bnf.fr/fr/acc/x.accueil.html","Paris","",0.0,12.0,"","Suppl. Gr. 1248, fol. 12-23","http://ntmss.info/instlogos/BNF.jpg","Bibliothèque Nationale","","ePK: L",
1299.0,2112.0,"XIII",32112.0,"",2112.0,"g","","",1200.0,"France",2389.0,"XIII","http://www.bnf.fr/fr/acc/x.accueil.html","Paris","",0.0,266.0,"","Suppl. Gr. 1282","http://ntmss.info/instlogos/BNF.jpg","Bibliothèque Nationale","","e",
1199.0,2113.0,"XII",32113.0,"",2113.0,"g","","",1100.0,"Greece",2390.0,"XII","https://andros.travel/item/monastery-zoodochos-pigi/","Andros","",0.0,"Frg","","30, fol. 17.22","https://andros.travel/wp-content/uploads/zoodoxos-pigi-3.jpg","Hagias Monastery (Zoodochos Pigi) ","","eP †",
1676.0,2114.0,1676.0,32114.0,"",2114.0,"g","","",1676.0,"Greece",2391.0,"XVII","http://www.nlg.gr/","Athens","",0.0,115.0,"","EBE 141","","National Library","","rK",
1199.0,2115.0,"XII",32115.0,"",2115.0,"g","","",1100.0,"Location unknown",2392.0,"XII","","Location unknown","",0.0,232.0,"","(früher: Athen, G. Burnias)","","Zuletzt: Greece","","ap",
1687.0,2116.0,1687.0,32116.0,"",2116.0,"g","","",1687.0,"Location unknown",2393.0,"XVII","","Location unknown","",0.0,"?","","(früher: Athen, G. Burnias)]","","Zuletzt: Greece","","rK",
1199.0,2117.0,"XII",32117.0,"",2117.0,"g","","",1100.0,"Greece",2394.0,"XII","http://www.byzantinemuseum.gr/en/collections/manuscripts/","Athens","",0.0,259.0,"","ΒΧΜ 1134","http://ntmss.info/instlogos/BXM_Athen01.jpg","Byzantine and Christian Museum","","e",
1299.0,2118.0,"XIII",32118.0,"",2118.0,"g","","",1200.0,"Greece",2395.0,"XIII","http://www.byzantinemuseum.gr/en/collections/manuscripts/","Athens","",0.0,360.0,"","ΧΑΕ 1347 (cat. Béis 01)","http://ntmss.info/instlogos/BXM_Athen01.jpg","Byzantine and Christian Museum","","e",
1299.0,2119.0,"XIII",32119.0,"",2119.0,"g","","",1200.0,"Greece",2396.0,"XIII","http://www.nhmuseum.gr","Athens","",0.0,89.0,"",212.0,"http://www.nhmuseum.gr/layout/logo_en.png","National Historical Museum","","eP: MtMc",
1199.0,2120.0,"XII",32120.0,"",2120.0,"g","","",1100.0,"Greece",6175.0,"XII","","Athens","",0.0,263.0,"",18.0,"","Univ. of Athens, Library of the School of Philosophy","","e",
1099.0,2121.0,"XI",32121.0,"",2121.0,,,,,"Greece",5695.0,"XI","","Athens","",0.0,171.0,"",1.0,"","Univ. of Athens, Library of the School of Philosophy","","e",
1099.0,2121.0,"XI",32121.0,"",2121.0,,,,,"Greece",5696.0,"XI","","Athens","",0.0,8.0,2443.0,35.0,"","Univ. of Athens, Library of the School of Philosophy","","e",
1099.0,2121.0,"XI",32121.0,"",2121.0,"g","","",1000.0,,,,,,,,,,,,,,,
1199.0,2122.0,"XII",32122.0,"",2122.0,"g","","",1100.0,"Greece",2398.0,"XII","","Athens","",0.0,281.0,"",2.0,"","Univ. of Athens, Library of the School of Philosophy","","e",
1299.0,2123.0,"XIII",32123.0,"",2123.0,"g","","",1200.0,"Greece",2399.0,"XIII","","Athens","",0.0,163.0,"",3.0,"","Univ. of Athens, Library of the School of Philosophy","","eP†: MtMcL",
1399.0,2124.0,"XIV",32124.0,"",2124.0,"g","","",1300.0,"Greece",2400.0,"XIV","","Athens","",0.0,2.0,"",36.0,"","Univ. of Athens, Library of the School of Philosophy","","eP",
999.0,2125.0,"X",32125.0,"",2125.0,"g","","",900.0,"Italy",2401.0,"X","http://www.cedoc.mo.it/estense/","Modena","",0.0,270.0,"","α. V. 6. 03 (Puntoni 196) fol. 52-321","http://ntmss.info/instlogos/Logo_EstenseModena.jpg","Biblioteca Estense Universitaria ","","apPK: Jc-H",
1199.0,2126.0,"XII",32126.0,"",2126.0,"g","","",1100.0,"Italy",2402.0,"XII","","Naples","",0.0,203.0,"","Ms. II. A. 38","","Biblioteca Nazionale ","","e",
1199.0,2127.0,"XII",32127.0,"",2127.0,,,,,"USA",5698.0,"XII","","Philadelphia, PA","",0.0,1.0,"","Lewis  E M 044: 27-28","","Free Library of Philadelphia","","eap †",
1199.0,2127.0,"XII",32127.0,"",2127.0,,,,,"Italy",6001.0,"XII","","Palermo","",0.0,229.0,"","Dep. Mus. 4","","Biblioteca Centrale","","eap",
1199.0,2127.0,"XII",32127.0,"",2127.0,"g","","",1100.0,,,,,,,,,,,,,,,
2999.0,2128.0,"XIV+XVI",32128.0,"",2128.0,"g","","",2900.0,"Italy",2403.0,"XIV+XVI","http://marciana.venezia.sbn.it/catalogazione.php?sst=40","Venice","",0.0,480.0,"","Gr. I,35 (1071)]","http://ntmss.info/instlogos/marciana.jpg","Biblioteca Nazionale Marciana","","pPK: 2KG",
1499.0,2129.0,"XV",32129.0,"",2129.0,"g","","",1400.0,"Italy",2404.0,"XV","http://marciana.venezia.sbn.it/catalogazione.php?sst=40","Venice","",0.0,382.0,"","Gr. Z. 121 (324)","http://ntmss.info/instlogos/marciana.jpg","Biblioteca Nazionale Marciana","","ePK: J",
1599.0,2130.0,"XVI",32130.0,"",2130.0,"g","","",1500.0,"Italy",2405.0,"XVI","http://marciana.venezia.sbn.it/catalogazione.php?sst=40","Venice","",0.0,79.0,"","Gr. I,63 (968)","http://ntmss.info/instlogos/marciana.jpg","Biblioteca Nazionale Marciana","","aPK:   Jc-3J",
1499.0,2131.0,"XV",32131.0,"",2131.0,"g","","",1400.0,"Ukraine",2406.0,"XV","http://www.nbuv.gov.ua/","Kyiv","",0.0,322.0,"","Ф. 301 (КДА) 10п","http://ntmss.info/instlogos/Kiev_Vernadskij2.jpg","Vernadsky National Library ","","eap",
1099.0,2132.0,"XI",32132.0,"",2132.0,,,,,"Russia",5699.0,"XI","","Moscow","",0.0,20.0,"","Φ 181  gr. 012","","Russian State Library","","e †",
1099.0,2132.0,"XI",32132.0,"",2132.0,,,,,"Russia",5700.0,"XI","http://www.nlr.ru/","St. Petersburg","",0.0,259.0,"","Ф. № 906/ Gr. 801","http://ntmss.info/instlogos/RussNationalBib2.jpg","National Library of Russia","","e †",
1099.0,2132.0,"XI",32132.0,"",2132.0,"g","","",1000.0,,,,,,,,,,,,,,,
1099.0,2133.0,"XI",32133.0,"",2133.0,"g","","",1000.0,"Russia",2407.0,"XI","","Moscow","",0.0,463.0,"","Φ 201 19","","Russian State Library","","e",
1099.0,2134.0,"XI",32134.0,"",2134.0,"g","","",1000.0,"Russia",2408.0,"XI","https://en.shm.ru","Moscow","",0.0,340.0,"","Sinod. gr. 518 (Vlad. 013)","http://ntmss.info/instlogos/Logo_Staatl.Hist.Mus.Moskau.jpg","State Historical Museum","","e",
1199.0,2135.0,"XII",32135.0,"",2135.0,"g","","",1100.0,"Russia",2409.0,"XII","https://en.shm.ru","Moscow","",0.0,317.0,"","Sinod. gr. 519 (Vlad. 14)","http://ntmss.info/instlogos/Logo_Staatl.Hist.Mus.Moskau.jpg","State Historical Museum","","e",
1699.0,2136.0,"XVII",32136.0,"",2136.0,"g-sl","","",1600.0,"Russia",2410.0,"XVII","https://en.shm.ru","Moscow","",0.0,479.0,"","Sinod. gr. 472 (Vlad. 26)","http://ntmss.info/instlogos/Logo_Staatl.Hist.Mus.Moskau.jpg","State Historical Museum","","eapr",
1699.0,2137.0,"XVII",32137.0,"",2137.0,"g-sl","","",1600.0,"Russia",2411.0,"XVII","https://en.shm.ru","Moscow","",0.0,190.0,"","Sinod. gr. 473 (Vlad. 27)","http://ntmss.info/instlogos/Logo_Staatl.Hist.Mus.Moskau.jpg","State Historical Museum","","eaP",
1072.0,2138.0,1072.0,32138.0,"",2138.0,"g","","",1072.0,"Russia",2412.0,"XI","https://www.msu.ru/en/info/struct/depts/library.html","Moscow","",0.0,398.0,"","Gr. 2 (Inv. 2280)","","Moscow State University Library","","apr †",
1299.0,2139.0,"XIII",32139.0,"",2139.0,"g","","",1200.0,"Russia",2413.0,"XIII","http://www.nlr.ru/","St. Petersburg","",0.0,257.0,"","Ф. № 906 /Gr.184","http://ntmss.info/instlogos/RussNationalBib2.jpg","National Library of Russia","","e †",
1199.0,2140.0,"XII",32140.0,"",2140.0,"g","","",1100.0,"Russia",2414.0,"XII","http://www.nlr.ru/","St. Petersburg","",0.0,180.0,"","Ф. № 906 /Gr. 204","http://ntmss.info/instlogos/RussNationalBib2.jpg","National Library of Russia","","e †",
1299.0,2141.0,"XII/XIII",32141.0,"",2141.0,"g","","",1100.0,"Russia",2415.0,"XII/XIII","http://www.nlr.ru/","St. Petersburg","",0.0,286.0,"","Ф. № 906 /Gr. 206","http://ntmss.info/instlogos/RussNationalBib2.jpg","National Library of Russia","","e",
1099.0,2142.0,"X/XI",32142.0,"",2142.0,,,,,"Russia",2416.0,"X/XI","http://www.nlr.ru/","St. Petersburg","",0.0,285.0,"","Ф. № 906 / Gr. 210","http://ntmss.info/instlogos/RussNationalBib2.jpg","National Library of Russia","","e",
1099.0,2142.0,"X/XI",32142.0,"",2142.0,,,,,"Russia",2753.0,"XI","http://www.nlr.ru/","St. Petersburg","",0.0,5.0,"","Ф. № 906 / Gr. 776","http://ntmss.info/instlogos/RussNationalBib2.jpg","National Library of Russia","","eP: J",
1099.0,2142.0,"X/XI",32142.0,"",2142.0,"g","","",900.0,,,,,,,,,,,,,,,
1199.0,2143.0,"XII",32143.0,"",2143.0,"g","","",1100.0,"Russia",2417.0,"XII","http://www.nlr.ru/","St. Petersburg","",0.0,241.0,"","Ф. № 906 /Gr. 211","http://ntmss.info/instlogos/RussNationalBib2.jpg","National Library of Russia","","ap",
1099.0,2144.0,"XI",32144.0,"",2144.0,"g","","",1000.0,"Russia",2418.0,"XI","http://www.nlr.ru/","St. Petersburg","",0.0,139.0,"","Ф. № 906 / Gr. 221","http://ntmss.info/instlogos/RussNationalBib2.jpg","National Library of Russia","","eP †: MtMcL",
1144.0,2145.0,1144.0,32145.0,"",2145.0,"g","","",1144.0,"Russia",2419.0,"XII","http://www.nlr.ru/","St. Petersburg","",0.0,331.0,"","Ф. № 906 / Gr. 222","http://ntmss.info/instlogos/RussNationalBib2.jpg","National Library of Russia","","e †",
